,특징,맛_음식
324,"['소백산 검은콩 막걸리 특징', ' 1. 항아리 발효', '발효과정은 술을 빚는 과정 중에서 가장 중요한 작업이다. 현대화된 스테인레스 용기는 대량생산을 가능하게 하지만, 전통의 맛을 낼 수 없다고 생각하는 대강 양조장에서는 80년이 넘은 항아리를 이용해 발효를 하고 있다. 가장 전통적인 방식이지만, 쉽게 할 수 없는 선택이다.', ' 2. 솔잎의 마법', '대강 양조장에서는 막걸리를 만들기 위해 소백산에서 채취한 솔잎을 넣어주는 과정을 거친다. 솔잎은 예로부터 선조들이 천연 방부제 역할을 위해 식재료로 많이 사용했는데, 향을 머금고 솔잎 자체가 영양을 지켜주는 역할을 한다. 마치 송편을 빚을 때 그 아래에 솔잎을 까는 것과 같은 이유.', ' 3. 찾아가는 양조장', '대강양조장은 농림축산식품 부에서 지정한 ""찾아가는 양조장""으로 지정되어 관광과 손수 막걸리를 빚는 체험도 가능한 양조장이다. 산세를 바라보며 마시는 술 한잔에 온갖 잡생각을 날려 보낼 수 있는 대강양조장의 체험신청은 홈페이지나 전화를 통해 예약이 가능하다.']","['소백산 검은콩 막걸리 맛과 어울리는 음식', '소백산 검은콩 막걸리 1,500ml, 1,200ml, 750ml , 6%', '진한 아이보리 색에 검은 콩 가루를 눈으로 볼 수 있으며 곡물 볶은 향이 강하게 올라온다. 전체적으로 단맛이 강하고 산미는 적으며 입 안에 여운이 오래 간다. 두부요리와 잘 어울린다.']"
325,"['세종 알밤주 특징', ' 1. 세종대왕의 물', '조은술의 술은 초정광천수 발원지와 인접한 지하암반수로 술을 빚고 있다. 이 초청 광천수는 세종대왕이 청주의 초정리의 천연광천에서 123일 동안 머무르며 눈병을 치유했을 만큼 깨끗하고 건강한 물로, 세계 3대 광천수로 꼽힐 만큼 그 우수성이 널리 잘 알려져 있다. 이 때문인지 이도 즉, 세종대왕은 수많은 업적을 쌓고 그 후세에도 그 이름을 널리 알리고 있는지도 모르겠다.', ' 2. 다양한 종류의 술', '창업 이래 부끄럼 없이 우리 전통주인 막걸리, 약주, 증류식 소주 등을 전통방식으로 제조하면서 현대인의 입맛에 맞게끔 끊임없이 노력해오고 있는 조은술 양조장에서는 여러 취향에 맞게 다양한 상품들을 개발, 판매하고 있다.', ' 3. 찾아가는 양조장', '조은술 세종은 농림부에서 지정한 찾아가는 양조장으로 제빵왕 김탁구 촬영지와 수암골, 조청약수 등 주변 광관지와 양조장 투어, 시음까지 다채로운 체험이 가능하다. 양조장을 찾아 술맛과 향기, 그리고 우리의 전통을 그대로 느끼고 올 수 있는 찾아가는 양조장은 홈페이지 및 전화로 예약이 가능하다.']","['세종 알밤주 맛과 어울리는 음식', '세종 알밤주 750ml, 6%', '진하게 올라오는 곡물 볶은 향과 밤 향, 단맛이 강하고 산미가 적으며 입 안을 묵직하게 채우지만 목넘김은 깔끔하다. 야채 샐러드와 잘 어울린다.']"
326,"['다랭이팜 생 막걸리 (흑미) 특징', ' 1. 최고급 원료', '다랭이팜에서는 막걸리에 사용하고 있는 원료 모두 까다롭게 선택하여 사용하고 있다. 비록 원물에 발생하는 비용이 크더라고, 최고의 막걸리를 생산하고자 이 고집을 꺾지 않는다고 한다. 무농약 눈쌀부터 유기농 7분도 현미까지. 모두 최고의 원료만 사용한다.', ' 2. 전통적인 방식', '좋은 원료를 쓰는 만큼 그 생산방식에서도 특별히 신경 쓰고 있는 다랭이팜 막걸리, 전통 항아리에서 막걸리를 발효시키는 공정은 다랭이팜의 자랑거리. 좋은 환경과 좋은 원료를 가지고 전통 방식으로 만드는 다랭이팜의 막걸리는 우리 선조의 맛이 그대로 담겨 있다.', ' 3. 전통적인 방식', '남해 다랭이팜에서는 일일 400병 한정하여 막걸리를 생산 하고 있다. 대량으로 생산하면 많은 사람들이 만나볼 수 있어 좋지만, 생산량을 한정짓는대신 고품질의 고삐를 놓지 않는 것이 옳다고 판단하였다. 다랭이팜 양조장은 생산량은 줄이더라도 품질을 낮추진 않는다고 한다.']","['다랭이팜 생 막걸리 (흑미) 맛과 어울리는 음식', '내장산다랭이팜 생 막걸리 (흑미) 750ml , 6%', '흑미 특유의 팥 색을 가지고 있으며, 단맛은 적고 산미가 강하다. 입 안에서 느껴지는 떫은 맛이 특징이다. 목넘김이 부드럽다. 골뱅이 무침과 잘 어울린다.']"
327,"['천마 이야기 특징', ' 1. 천마를 쌀과 함께 발효한 건강 막걸리', ""\n\t천마는 뽕나무버섯균에 공생하는 다년생 난과 식물로서 약재로 쓰이는 것은 땅속 줄기이다. 천마의 주된 성분은 가스트로딘이라는 황산화 물질이다. 폴리페놀의 일종인 이 성분은 몸 안에서 생긴 유해산소를 없앤다. \n\t\n\t또한 고혈압, 동맥경화, 현기증, 투통 등에 효능이 있는 것으로 알려져 있다. '천마'는 하늘에서 떨어져 마비가 되는 증상을 풀어준다고 하여 유례된 이름이라고 한다.\n"", ' 2. 이야氣 막걸리 시리즈 중 천마 이야기 막걸리', ""\n\t제조사 '산들벗'은 무주구천의 머루, 블루베리를 이용하여 한국와인을 제조로 유명한데, 샴페인 제조방법을 막걸리 제조에 접목하여 탄산감 넘치는 새로운 막걸리를 출시하고 있다. \n\t\n\t이야기 막걸리는 머루, 사과, 천마, 쌀, 블루베리 막걸리로 5종이 출시되어 있다. 영화배우 오인혜씨가 광고모델을 맡기도 한 산들벗의 이갸기 시리즈 막걸리는 일본 오사카 유바리 영화제의 공식술로 선정되어 영화제 기간 중 영화 관계자와 일본 현지인에게 큰 호응을 얻기도 했다.\n"", ' 3. 아시아 최고의 농경 문화기업을 지향하다', '제조사 산들벗은 2009년에 설립되어 다양한 과실주를 생산하고 있다. 산들벗은 아시아 최고의 농경 문화기업을 지향하며 우리의 먹거리, 놀거리, 쉴거리를 연구하고 개발하여 고객에 제안한다는 비전을 가지고 상품개발에 힘쓰고 있다.']","['천마 이야기 막걸리 맛과 어울리는 음식', '천마 이야기, 750ml, 6%', '맑은 흰색의 막걸리로 쌀막걸리로 맛과 향이 잘 어우러져 있다. 탁하지 않은 질감에 목넘김이 좋다. 단맛을 포함하여 전체적으로 담백한 맛을 느낄 수 있다. 천마분말이 첨가 되었다는데 특유의 맛과 향을 구별하기는 어렵다. 육회 안주와 곁들이면 좋다.']"
328,"['다래와인 7004S 특징', ' 1. 엄선된 참다래를 사용하여 정성껏 빚다', ""\n\t제조사 '오름주가'의 다래와인은 엄선된 참다래를 사용하여 오랜 기다림과 인내 끝에 탄생한다. 오름주가의 참다래는 제초제를 치지 않고 호맥이나 자운영의 초생재배 등의 친환경적인 방법으로 지력을 증대시킵니다. \n\t\n\t또한 매년 사천시 농업기술센터에 토양분석을 의뢰하여 처방전에 따라 토양조건을 최적의 상태로 유지한다. \n\t\n\t여름철 강수에 대비한 배수 시설과 가뭄에 대비한 관수 시설을 보유한 농가들이 전지 작업과 꽃 솎기, 열매 솎기 등의 재배 노하우를 통해 고품질 참다래를 재배한다. \n\t\n\t그리고 수확기에는 건전한 과실을 채취하여 중앙부 과즙의 당도를 측정 후 적정 당도 7.0 Brix 이상 되어야 비로소 수확한다. 다래와인은 철저한 선별 과정을 거친 양질의 참다래를 사용한다.\n"", ' 2. 최적의 조건에서 10개월 이상 숙성', '\n\t다래와인은 깊은 터널속에서 저장 숙성된다. 다래와인은 발효과정과 침전물 분리과정이 끝나면 병입 후 와인터널 속에서 저장 숙성된다. 다래와인터널은 15도를 넘지않는 온도, 80% 내외의 적절한 습도를 유지하고 있다. \n\t\n\t또한 심토의 토질은 미사식양질과 식양질이 적절히 혼함된 지형으로 온도와 습도의 변화를 적절히 조절해주며 외부의 빛과 진동으로 부터 안정적으로 보호받게 된다. \n\t\n\t좋은 숙성환경을 갖춘 와인 숙성고를 구하기는 쉽지않다. 다래와인은 최적의 조건에서 10개월 이상 숙성되어 본연의 가치를 지닌 멋진 와인으로 탄생하게 된다. \n\t\n\t사람이 만든 와인에 자연이 가치를 더하는 것이다. 오랜기다림과 인내 끝에 한병의 다래와인이 탄생한다. 지금도 다래와인은 코르크로 숨을쉬며 향과 풍미를 더해가고 있다.\n', ' 3. 참다래 이야기', ""\n\t'참다래'는 국내산 키위를 가르키는 말이다. 제조사 오름주가는 바닷바람을 먹고 자라 맛과 향이 뛰어난 고품질 참다래를 사용한다. \n\t\n\t야생다래를 과실수로 개량한 세계가 인정하는 기능성 건강과일이며 푸른색 과육의 신선함과 빛을 발하는 듯한 신비함을 간직한 참다래는 과일 중 가장 영양을 고루 갖춘 과일의 제왕으로 4味(딸기, 오렌지, 파인애플, 바나나)의 독특한 특성을 지닌 특수한 과일로 공해시대, 영양불균형시대 현대인에게 꼭 필요한 영양성분이 풍부한 과일이다. \n\t\n\t참다래는 맛과 영양을 모두 만족시키는 과일이다. 미국식품영양학회는 각 과일의 칼로리당 영양분을 분석해 순위를 정했는데 그중에 1위를 참다래가 차지했다.\n""]","['다래와인 7004S 맛과 어울리는 음식', '다래와인 7004S, 750ml, 8%', '\n\t맑은 황금색을 가지고 있으며 달콤하고 묵직한 향을 느낄 수 있다. 시음하기 전에 산소와의 접촉을 많이 하고 시음하는 것이 좋다. \n\t\n\t단맛과 신맛이 잘 조화되어 있으며 산미로 인해 술맛이 매우 깔끔하게 느껴진다. 음식과 함께 편하게 먹을 수 있는 테이블 와인으로 적합하다.\n']"
329,"['베베마루 캠벨로제 특징', ' 1. 한국적인 맛과 향의 와인으로 승부한다', ""\n\t'월류원'에서 출시하는 베베마루 와인은 '아기같은 순수함으로 정상에 서겠다'는 의미를 제품명에 담고 있다. 이것은 곧 월류원의 제품철학이기도 하다. 월류원은 1974년 영동에서 포도재배를 시작하여 현재까지 3대에 걸쳐 가업을 이어가고 있는 포도명가이다. \n\t\n\t3대 박천명대표는 직접생산한 고품질 포도를 이용하여 한국와인을 생산하기 시작하였고 창립한지 2년이 채 되지 않아 제1회 한국와인 베스트 셀렉션에서 대상을 수상하는 등 주류품평회에서 두각을 나타내고 있다.\n"", ' 2. 베베(아기)가 마루(으뜸)가 되다', ""\n\t충북 영동은 한국와인 생산의 1번지로서 현재 43개의 와이너리가 한국와인 생산하고 있는 와인클러스터지역이다. 때문에 영동군에 위치한 와이너리들은 서로 긴밀한 정보교류와 연구를 통해 보다 우수한 와인생산의 제조방법을 함께 만들어가고 있다. \n\t\n\t'베베마루 캠벨로제'는 2014년 대한민국와인대상에서 은상을 수상한 것을 시작으로 제1회 한국와인 베스트셀렉션에서 은상 수상, 이듬해 대상을 수상하고 2016년 대한민국 우리술품평회 과실주 부문에서 우수상을 수상하는 쾌거를 이뤘다.\n"", ' 3. 한국와인의 1번지 충북 영동와인', '\n\t2005년에 포도와인 산업특구로 지정된 영동군은 국내 와인산업을 이끄는 기업형 1개소, 농가형 42개소, 총 43개소의 와이너리를 육성하고 있으며, 청정 지역의 고품질 포도를 활용해 생산, 가공, 체험까지 6차 산업을 아우르고 있다. \n\t\n\t2017년 국가브랜드대상에서 와인 부문 대상을 수상하며 이름을 높였다. \n\t\n\t영동와인은 아직도 높은 발전가능성을 가지고 있으며, 올해말 완공예정인 와인테마터널과 연계되면 와인관광의 메카로 거듭날 것으로 기대된다.\n']","['베베마루 캠벨로제 맛과 어울리는 음식', '베베마루 캠벨로제, 375ml, 12%', '\n\t진한 붉은색을 가진 술이며 산소와의 접촉을 많이 해서 마시는 것이 좋다. 단맛이 입 전체를 채우고 뒤에 산미가 올라와 입 안을 깔끔하게 만들어준다. \n\t\n\t목넘김은 매우 부드럽고 다 마신 후에도 잡맛이 없다. 맛있게 마실 수 있는 술이다. 케이크 등 디저트 음식과 함께하면 좋다.\n']"
330,"['김천 과하주 특징', ' 1. 김천 과하주의 유래', '\n\t400여 년 전 임진왜란(1592년)때 명나라의 원병장 이여송이 김천을 지날 때 그 샘물맛 보고 중국 금릉의 과하천의 물맛과 같다고 칭송하여 이때부터 이 샘을 과하천이라 부르게 되었고, 그 샘물로 빗은 술을 과하주라 하였다. \n\t\n\t이후 과하주가 한양까지 알려져 임금께 진상하였으며 김천을 대표하는 전통명주로 전례되어 일본에까지 널리 알려졌다고 한다. \n\t\n\t광복 후에는 지역특산물로 가내양조 규모로 명맥을 유지하다 6.25 전쟁 후 자취를 감추었다. 그러다 1984년 당시 김천문화원장 송재성이 과하주의 복원에 성공하여 지금에 이르렀다.\n', ' 2. 한 여름에도 술맛의 변화가 없었던 상류층이 마신 술', '김천 과하주는 경북 김천의 맑은 샘물과 토종 찹쌀 그리고 엄선한 곡자원료를 사용하여 전통비법으로 저온 장기발효를 통해 숙성된 술이다. 투명한 황갈색에 고유한 감미와 산미가 있다. 한 여름에도 술맛의 변화가 없고 차게해서 마시면 더욱 좋아 오래전 궁중과 사대부집 등 상류층이 즐기던 고급술이다.', ' 3. 식품명인이 만든 무형문화재', '\n\t술을 빚는 송강호 명인은 농림축산식품부에서 지정한 식품명인 제17호로 지정, 빚은 술은 경북 무형문화재 제11호로 지정되어 있다. 김천 과하주를 마신다는 것은 명인이 만든 무형문화재를 마시는 것이라 볼 수 있다. \n\t\n\t이외에도 대한민국 주류품평회, 전국우수농산물 품평회, 한국 전통주류품평회, 녹색지대 농수산물 품평회 등 여러 품평회에서 우수한 평가를 받은 우리 고유의 명품술이다.\n']","['김천 과하주 16도 맛과 어울리는 음식', '김천과하주, 700ml, 16%', '맑은 황금빛의 술로 신선한 곡주향이 올라온다. 술을 입에 넣으면 단맛과 신맛 보다는 좋은 쓴맛이 입안 전체를 채운다. 목넘김은 매우 깔끔하고 술을 마시고 난 후에 입 안 전체에 쓴맛이 자리를 잡아 음식을 당기게 한다. 스테이크 등과 함께 하면 잘 어울린다.']"
331,"['선운산의 아침 복분자막걸리 특징', ' 1. 몸에 좋은 복분자가 막걸리를 만나다', '\n\t선운산의 아침 복분자막걸리는 국내산 1등급 복분자와 국내산 쌀로 빚은 제품이다. 특허받은 생쌀 발효법으로 만들어 쌀의 많은 영양성분이 남고 숙취도 상대적으로 덜하고 필수아미노산이 풍부하다. \n\t\n\t국순당고창명주에서는 매년 총 8차례 수확기 중 과실이 튼실한 복분자만을 엄선하여 사용하며, 수확한 복분자는 그 상태 그대로 보존하기 위해 급속 냉동 후 냉장보관한다. 필요한 만큼만 바로 해동하여 생산하기 때문에 명작 복분자는 맛이 신선하고 묵직하다.\n', ' 2. 주류품평회 수상이 알려주는 우수한 품질', '\n\t선운산의 아침 복분자막걸리는 2016년 출시 후 한국국제소믈레에협회에서 주최하는 한국전통주품평회에서 동상 수상, 농림축산식품부 주최 2016 대한민국 우리술품평회에서 살균막걸리 부문 우수상을 수상하며 화려한 첫해를 맞았다. \n\t\n\t제조사 국순당고창명주에서 생산하는 대부분의 제품이 국내외 주류품평회에서 우수한 성적을 거둔바 있어 선운산의 아침 복분자막걸리도 인기를 이어갈 것으로 기대된다.\n', ' 3. 복분자이야기, 요강을 뒤엎다', '\n\t옛날 선운산 고을에 살던 한 부부가 대를 이을 자식이 없어 고민하던 중 노년에 아들을 하나 두었는데 너무 병약하였다. 좋다는 약은 모두 구하여 먹여 보았지만 효과가 없었다. \n\t\n\t그러던 중 지나가던 선운사의 주지 스님이 산속의 검은 딸기를 권하였고 날마다 검은 딸기를 부지런히 먹였더니 놀랍게도 아들은 건강해졌다. \n\t\n\t그 아들이 얼마나 건강했는지 소변을 보면 소변줄기가 요강을 뒤엎어 버릴 정도였다고 한다. 하도 신기한 나머지 사람들은 이 약재의 이름을 복분자(覆盆子)라고, 즉 요강을 뒤엎는 과실이라고 지었다는 유래가 있다.\n']","['선운산의 아침 복분자막걸리 맛과 어울리는 음식', '선운산의 아침 복분자막걸리, 750ml, 6%', '은은하게 올라오는 익은 베리향이 일품이며 단맛과 신맛의 조화가 잘 어울어져 있다. 적절한 산미가 입 전체를 깔끔하게 만들어주고 술을 마시고 난 후에 혀에 남는 잔맛이 없어 전체적으로 가겹게 느껴진다. 양념을 강하게 하지 않은 생선찜과 잘 어울린다.']"
332,"['두레앙 증류주 특징', ' 1. 천안의 명물은 호두과자만 있는게 아니다', ""\n\t천안의 특산물하면 호두과자도 유명하지만 빼놓을 수 없는 천연특산물이 바로 거봉 포도이다. 두레앙 와인은 국내산 거봉포도의 특성을 최대한 발휘하도록 토양조건을 개선하고 와인의 맛을 살린 제품이다. \n\t\n\t두레앙와인은 농약잔류문제를 해결하기 위해 100% 포도봉지를 씌우고 농약대신 석희보르도액을 살포하여 농약잔류 문제를 해결한 친환경 포도로 생산한 제품이다. 이러한 두레앙와인을 증류한 제품이 '두레앙'이다.\n"", ' 2. 두레앙와인의 변신, 두레앙 증류주', '\n\t거봉 포도 두레앙 증류주는 1996년부터 거봉 포도의 가공 식품 개발 차원에서 제조되기 시작했다. 포도향의 그윽한 향이 좋고 부드러워 마시기가 좋아 한국인의 입맛과 체질에 맞는 신토불이의 맛을 지니고 있다. \n\t\n\t거봉 포도 와인을 증류한 두레앙 증류주는 2009년 한국 우수 전통주 품평회에서 은상을 수상을 시작으로 많은 주류품평회에서 수상하며 품질을 인정받고 있다. \n\t\n\t두레앙 증류주는 알코올 도수 35%, 750ml 크기로, 국내산 토종와인의 특색을 살리기 위해 고급 도자기병을 사용하고 있다.\n', ' 3. 국내외 주류품평회를 석권한 와이너리의 제품', ""\n\t'두레앙'을 생산하는 '두레양조'는 천안 거봉포도로 빚은 와인 뿐만 아니라, 와인을 증류한 일반증류주, 오크통에서 숙성한 브랜디 등 포도로 출시할 수 있는 다양한 주종을 생산하고 있다. \n\t\n\t그런 '두레양조'는 제품력에서 단연 우수한 평가를 받고 있는데 대한민국 우리술품평회 일반증류주 부문 대상 수상(2011), 최우수상 수상(2016), 2015년 대한민국 우리술품평회 기다주류 부분 최우수상 수상, 세계 3대 주류품평회 중 하나인 몽드셀렉션 2년 연속 수상(2015, 2016) 등 화려한 수상경력을 갖추고 있다.\n""]","['두레앙 증류주 맛과 어울리는 음식', '두레앙 증류주, 750ml, 35%', '\n\t맑은 미색을 가지고 있으며 포도껍질향이 산뜻하게 올라온다. 첫 맛은 순하지만 바로 포도와 알코올에서 진한 맛이 입 전체를 채운다. \n\t\n\t목넘김은 매우 부드럽고 술을 마시고 난 후에는 알코올이 혀를 자극하지만 혀에 시원함이 남는다. 과일 샐러드 등과 잘 어울린다.\n']"
333,"['자두와인 레드 특징', ' 1. 자두로 빚은 이색적인 한국와인', '경북 김천에서 재배한 자두를 이용한 발효 와인으로 12% 알코올 도수의 기호성이 높은 술이다. 3개월 이상 저온에서 숙성시켜 자두 특유의 향과 색이 잘 살아 있고 자두 속에 많이 들어 있는 기능성 성분이 그대로 함유되어 있어 건강주로써 효능이 높은 와인이다.', ' 2. 맛과 향으로 승부한다, 자두와인', ""\n\t'자두와인 레드'는 자주빛을 띄는 진한 선홍색의 색감에 향긋한 자두향과 입안 가득한 초콜렛 탄닌이 잘 어우러져 있고 미디움 바디 와인으로 부드럽고 끝맛의 균형도 잘 잡혀 있다고 평가 받고 있다. \n\t\n\t'자두와인'은 레드, 화이트 2개 종류가 출시되어 있는데 김천대학교 학교기업사업단 생명과학연구소의 기술력으로 탄생한 제품들이다. 김천의 특작물인 자두를 이용한 술로 지역경제 활성화에도 크게 기여를 하고 있는 제품이다.\n"", ' 3. 피로에 지친 몸을 활짝 웃게하는 과일, 자두', '\n\t자두는 포도당, 과당 등의 당분과 다양한 비타민과 풍부한 섬유질로 구성되어 있고 유기산의 영향으로 신맛이 강하다. 단맛과 신맛이 어우러진 자두는 피로회복과 식용증진에 도움을 주고 체내에 필요한 각종 무기질이 풍부한 알칼리성 식품이다. \n\t\n\t간이 나쁜 사람에게 효험이 있는 것으로 전해지며 질병에 저항력을 길러주고 있다 피부을 윤기 있게 한다고 한다. 자두가 담고 있는 건강과 미용의 효과로 예전부터 한방에서는 민간치료, 미용요법으로 사용했다.\n']","['자두와인 레드 맛과 어울리는 음식', '자두와인 레드, 750ml, 12%', '\n\t진한 진주빛에 붉은 과실에서 나는 과실향과 훈연된 향이 올라온다. 신맛과 단맛이 잘 갖춰져 있으며 전체적인 술맛은 산미가 대장 노릇을 한다. \n\t\n\t술을 오픈하고 어느 정도 산소 접촉을 시키면 더욱 부드럽게 마실 수 있다. 산미가 있어 입에 침이 고이고 아주 깔끔하게 마실 수 있는 술이다. 피자 등과 잘 어울린다.\n']"
334,"['금산인삼주 특징', ' 1. 금산인삼주에는 인삼이 없다?', '\n\t금산인삼주는 기존의 인삼주와는 완전히 다른 제조비법으로 만들어진다. 인삼 자체에 소주를 부어 우려낸 침출주가 아닌, 쌀과 누룩에 인삼을 분쇄해 넣고 저온 발효시켜 만드는 발효주이다. 그렇기때문에 금산인삼주 제품에는 인삼이 들어 있지 않다. \n\t\n\t인삼은 과실이 아니라서 발효를 성공시키기가 어렵다. 많은 세월 속에 터득한 제조비법으로 탄생한 김창수 명인의 금산인삼주가 그래서 특별한 이유이다.\n', ' 2. 품질좋은 원재료와 명인의 발효기술이 만나다', '\n\t금산인삼주는 품질이 가장 뛰어나다는 5년근 이상의 인삼만을 사용하고 국내산 쌀, 누룩 등의 원료를 가미하여 제조한다. 또한 술맛을 좌우하는 물은 물맛 좋기로 유명한 금성면 물탕골의 천연암반수를 사용해 한층 더 인삼의 향기를 살렸다. \n\t\n\t옛 조상들이 즐겼던 그 맛 그대로를 재현하기위해 제조를 위해 오랜 시간이 소요된다. 금산인삼주에는 유기산, 무기질, 비타민, 젖산 등 좋은 성분이 다량 함유되어 있다.\n', ' 3. 국내외 주류품평회에서 수많은 수상, 그리고 ASEM 정상회의 공식건배주로 선정', 'ASEM 정상회의 공식 건배주로 선정(2000), 한국전통식품 베스트5 선발대회 은상 수상(2001, 2004), 대한민국 전통주품평회 동상수상(2009), 대한민국 우리술품평회 대상 수상(2010), 대한민국 명가명품 전통주부문 대상 수상(2015) 등 한국을 대표하는 전통주로서 쾌거를 이루었다.']","['금산인삼주 맛과 어울리는 음식', '금산인삼주, 375ml, 12.5%', '연한 황갈색의 술빛을 가지고 있으며 인삼향이 물씬 올라온다. 입 안에 넣으면 단맛 보다는 산미가 많이 느껴지고 목넘김은 매우 가볍다. 술을 마시고 난 후에 입 안에 남는 미세한 쓴맛이 음식을 당기게 한다. 양념 돼지갈비 등 양념한 고기류와 잘 어울린다.']"
335,"['면천두견주 360 특징', ' 1. 국가지정 중요 무형문화재로 지정되다', '\n\t전설 속에 등장하는 은행나무와 술을 빚을 때 사용했던 안샘물과 아미산 진달래 꽃이 전설의 증거로 남아있다. \n\t\n\t또한 그 제조법이 면천면 일대를 중심으로 수십 가구에서 전승되어 오고 있었으며 이러한 역사성 등의 이유로 1986년 11월 문화재위원회 제4분과 3차 회의에서 문배주, 교동법주와 함께 중요 무형문화재로 지정 고시했다. \n\t\n\t2018년 4월 27일 역사적인 남북정상회담에서 만찬주로 선정되었다.\n', ' 2. 고려시대부터 이어온 천년의 역사성', '\n\t천 여년 전 고려 개국 일등공신인 복지겸이 면천에 낙향 중 백약이 무효인 병을 앓고 있을 때 딸 영랑이 아미산(면천 소재)에 올라 백일기도 마지막 날 꿈에 아미산의 진달래꽃과 안샘물로 빚은 면천두견주를 담아 100일 후 먹고 앞뜰에 은행나무 두 그루를 심고 정성을 드리면 낫는다는 교시대로 실천하여 두견주를 마시고 병을 고쳤다는 일화가 있다. \n\t\n\t산림경제(1674~1720), 임원 16지(1764~1840), 동국세시기(1849) 등에 면천에서 두견주를 가양주로 빚었다는 고증이 남아 있다.\n', ' 3. 오래 전부터 약용으로 쓰인 대표적인 약주', ""\n\t면천두견주는 밑술 빚는 날로부터 발효와 숙성에 이어 침전과 저장에 이르기까지 100일간의 장기 공정에 의해 생산된다. 한국의 전통 발효주 가운데서는 가장 높은 알코올 도수 18%로 높은 주도에도 불구하고 맛이 부드럽고 감칠맛이 좋다는 평이다. \n\t\n\t경북대학교에서 면천두견주를 분석한 결과 진해작용과 신경통, 냉증, 류마티즘 등의 성인병에 효과를 나타내고 있다고 하는데 면천두견주의 항산화효과는 진달래꽃에 함유된 '아지라인' 성분에 의해 작용한다고 보고된다.\n""]","['면천두견주 360 맛과 어울리는 음식', '면천두견주 360, 360ml, 18%', '\n\t면천두견주는 짙은 담황색을 띄고 있으며 진달래향과 함께 손에 닿으면 끈적할 정도로 단 맛이 일품이다. 알코올 도수가 18도로 발효 약주 가운데서는 비교적 높은 편이지만 알코올 향을 느낄 수 없을 정도로 부드럽게 목을 넘어간다. \n\t\n\t신맛과 누룩향이 거의 없어 약주 특유의 맛을 기피했던 젊은 층이 좋아할 맛이다. 진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.\n']"
336,"['금산인삼주 수삼단본 720ml 특징', ' 1. 인삼의 고장 금산에서 만든 명인의 명술', '\n\t금산인삼주는 기존의 인삼주와는 완전히 다른 제조비법으로 만들어진다. 인삼 자체에 소주를 부어 우려낸 침출주가 아닌, 쌀과 누룩에 인삼을 분쇄해 넣고 저온 발효시켜 만드는 발효주이다. 인삼은 과실이 아니라서 발효를 성공시키기가 어렵다. \n\t\n\t많은 세월 속에 터득한 제조비법으로 탄생한 김창수 명인의 금산인삼주가 그래서 특별한 이유이다.\n', ' 2. 품질좋은 원재료와 명인의 발효기술이 만나다', '\n\t금산인삼주는 품질이 가장 뛰어나다는 5년근 이상의 인삼만을 사용하고 국내산 쌀, 누룩 등의 원료를 가미하여 제조한다. 또한 술맛을 좌우하는 물은 물맛 좋기로 유명한 금성면 물탕골의 천연암반수를 사용해 한층 더 인삼의 향기를 살렸다. \n\t\n\t옛 조상들이 즐겼던 그 맛 그대로를 재현하기위해 제조를 위해 오랜 시간이 소요된다. 금산인삼주에는 유기산, 무기질, 비타민, 젖산 등 좋은 성분이 다량 함유되어 있다.\n', ' 3. 국내외 주류품평회에서 수많은 수상, 그리고 ASEM 정상회의 공식건배주로 선정', 'ASEM 정상회의 공식 건배주로 선정(2000), 한국전통식품 베스트5 선발대회 은상 수상(2001, 2004), 대한민국 전통주품평회 동상수상(2009), 대한민국 우리술품평회 대상 수상(2014), 벨기에 몽드셀렉션 주류품평회 골드메달(2015), 샌프란시스코 주류품평회 실버메달 수상(2015), 대한민국 명가명품 전통주부문 대상 수상(2015) 등 한국을 대표하는 전통주로서 쾌거를 이루었다.']","['금산인삼주 수삼단본 720ml 23도 맛과 어울리는 음식', '금산인삼주 수삼단본 720ml, 23%', '맑고 투명한 증류주에 인삼이 들어있어 술을 따르면서 아주 신선한 인삼향기가 올라온다. 입에 넣으면 알코올이 입술과 혀를 자극시키고 서서히 인삼의 쓴맛이 기분 좋게 올라온다. 역시 인삼주는 삼계탕과 함께 해야 제 맛이 난다.']"
