,상품명,주종,도수,용량,원재료,가격수정,ml당_가격,맛,바디감,향,목넘김,신맛,청량감,단맛,균형감,contents
302,영일만친구 막걸리,탁주,6.0,750,"국내산쌀,물엿,우뭇가사리,효모,조제종국,정제효소제,아스파탐,젖산",15000,20.0,,2.0,,,2.0,3.0,2.0,,영일만친구 막걸리는 경북 포항을 대표하는 우리쌀로 빚은 막걸리이다 대중가요 영일만친구로도 유명한 영일만은 포항을 상징적으로 나타내는 지명이기도 하다 영일만친구 막걸리는 포항시청에서 브랜드를 만들고 포항공대에서 연구개발하고 동명주에서 생산한 제품으로 관청과 학계 산업이 력하여 스타 브랜드를 만든 대표적인 성공사례이기도 하다 포항쌀로 빚고 식유섬유가 풍부한 우뭇가사리가 첨가된 제품이다 식이섬유 풍부한 웰빙막걸리 영일만친구 영일만친구 막걸리는 우뭇가사리를 매우 작은 입자로 분쇄하여 막걸리를 빚을 첨가 식이섬유의 함량을 강하였다 한천이라고 불리는 우뭇가사리는 소를 돕고 막걸리의 칼로리 양을 크게 떨어뜨려 다이어트에도 과가 있는 특징이 포항시 최초로 국가지정 술품질인증을 득한 제품으로 맛과 품질에서 우수한 제품으로 포항시를 대표하는 막걸리로 사랑받고 포항을 넘어 세계적인 막걸리 생산을 위한 연구개발 영일만친구 막걸리는 포항의 지역쌀 소비촉진을 위 포스텍과 포항테크노파크에 막걸리 개발을 의뢰하여 공동개발하게 된 제품이다 학계 연구계 산업계 지자체 각계의 전문가들이 모여 우뭇가사리를 이용한 명품 막걸리 개발에 착수한 탄생한 막걸리이다 설립된 포항에서 가장 오래된 양조장 제조사 동명주는 마을이름인 도구리에서 도구양조장으로 출발하여 동양조장에서 재 동명주가 되기까지 여년이 넘는 세월 막걸리만을 제조하여온 유서 깊은 막걸리의 명가이다 양조장의 오랜 역사는 양조장에서 생산하는 제품이 소비자에게 오래도록 사랑 받았다는 반증이기도 하다 동명주의 막걸리는 오래 두고 만나고 보고싶은 친구같은 술이다영일만친구 막걸리 동명주에서 나오는 동동동주 도구 막걸리 영일만 친구는 비슷한 맛을 가지고 있지만 특징이 하나씩 동동동주는 쌀알이 동동 뜨는 모습 도구 막걸리는 쌀과 밀가루를 첨가하였으며 영일만 친구는 우뭇가사리를 넣은 술이다 우뭇가사리의 풍부한 식이섬유를 마시는 즐거움이 역시 우뭇가사리 무침과 잘 어울린다
303,예담은 한산소곡화주,일반증류주,41.0,500,"찹쌀,멥쌀,누룩,대두,구절초",30000,60.0,3.0,3.0,2.0,,,,,,한산소곡주를 소줏고리에 불을 지펴서 증류하여 만든 술로 소곡주 또는 불소곡주라고도 불린다 한산소곡주는 국내산 찹쌀과 누룩을 주원료로 빚은 한산소곡주를 한방울 한방울 정성을 다하여 증류시켜 만든 고도주이다 강한 첫맛과 깔끔한 뒷맛을 가지고 있으며 고급원주을 사용하기 맛과 술보다 뛰어나다 대한민국 우리술품평 일반증류주 부문에서 장려상을 수상하였다 정성 좋은재료 전통제조방식 첫째 정성으로 술을 빚는다 옛날에도 소곡주을 빚을 때는 여인들이 목욕을 하고 옷으로 갈아 입고 정성을 다하여 빚었다 지금도 처음부터 끝까지 철저한 품질관리와 장인정신으로 전통의 맛을 이어가고 좋은 술은 좋은 재료에서 비롯된다는 신념으로 찹쌀 누룩 멥쌀 구절초 대두 소곡주를 빚는데 사용되는 모든 재료는 우수한 국내산 재료만을 엄선하여 인공첨가물을 전 사용하지 않고 천연발시켜 일간의 숙성과정을 거쳐 빚는다 마지막으로 백제시대부터 이어져 오는 천오백년의 비법을 그대로 이어 받아 전통방식을 고집하여 빚는 한산예담은소곡주는 독특한 맛과 그대로 살아 충남 무문재 앉은뱅이 술 술을 빚을 누룩을 적게 넣어 빚은 술이라는 뜻을 담고 있는 우리의 전통주 우리의 전통주는 쌀을 주원료로 하고 누룩을 발제로 물을 용매로 한 발주가 기본을 이루는데 누룩을 적게 사용하여 빚는다는 뜻에서 소곡주 또는 소국주라고도 부른다 별칭으로 백일주 앉은뱅이 술 이라고도 한다 한산소곡주는 충남 무문재 제로 지정되었다 한산소곡주의 유래 소곡주는 존하는 전통주 가운데 역사가 매우 깊은 술로 전오고 삼국사기 백제본기에 따르면 다인왕 년년 추곡이 작이 되자 민가에서 제조하는 가양주소곡주를 전면 금지하였고 무왕 년년 조정신하들과 백마강 고란사부근 기암괴석이 어우러진 경관과 소곡주를 마시어 극치에 달하였다고 한다 이로 미루어 소곡주가 삼국시대 때부터 명성을 얻었던 술로 추측된다 과거 백제 땅이었던 충남 한산지방에서 마을단위의 가양주로 빚어오고 있는데 여러 옛 문에 수록되어 있는 소곡주 제조법의 전인 설기 태를 답습하고 있음은 결코 우연이 아니다 백제 멸망 유민들이 주류성한산면 건지산에서 나라를 잃은 슬픔을 달래기 위 소곡주를 빚어 마셨다 하며 조선시대 과거길에 오른 선비가 한산지방의 주막에 들렀다가 소곡주의 맛과 사로잡 한두 잔 마시다가 과거날짜를 넘겼다 하여 일명 앉은뱅이 술이라고도 한다 살아 있는 술 한산소곡주 한산소곡주는 찰쌀과 누룩만을 사용하여 저온에서 일동안 발숙성과정을 빚은 곡주로 시중에서 유통되는 멸균주학주와는 살아있는 살아 있는 술이다 한산소곡주는 색은 연한 미색이 나고 단맛이 돌면서 점성이 있고 취는 들국에서 비롯된 그윽하고 독특한 간직하고 들국의 일반 잡균에 대한 균력으로 잡미 신미와 곡자 냄새가 전 없고 부드러운 맛이 나는 주도 높은 최고급 술이다 한산소곡주는 술맛 뿐만 아니라 창독의 약리작용이 있으며 말초관을 장하고 관운동중추를 억제하는 압강작용이 있고 고압 방지에 좋은 것으로 알려져 있다예담은 한산소곡주 높은 온도에서 증류한 곡이 올라오고 알코올 도수에 비서 술 맛이 매우 부드럽다 술을 마시고 난 남는 알코올이 긴 여운을 남긴다 시간이 지날수록 박하와 가은 한 맛이 입 안에 남는 것이 특징이다 맑은 복지리 탕과 잘 어울린다
304,예밀와인 레드 드라이,과실주,13.0,750,포도,20000,26.67,,3.0,,,1.0,2.0,1.0,,예밀와인 레드 드라이는 강원도 영월에 위치한 예밀리영농조합법인에서 생산하는 한국와인이다 한국인이 식용으로 애용하는 캠벨얼리 포도품종으로 만든 와인으로 두꺼운 껍질과 단단한 씨 풍부한 과즙으로 한국와인의 맛과 풍미를 담아냈다 진한 붉은색을 띄고 특유의 산미가 조를 이루고 있으며 깔끔한 맛이 특징이다 지역의 캠벨얼리 품종보다 탄닌 성분이 많아 적당한 무게감도 느낄 수 대한민국주류대상 한국와인부문에서 대상을 수상하는 여러 와인품평에서 우수한 평가를 받고 청정한 강원도 포도로 빚는 한국와인 강원도 영월 김삿갓면 망경대산 산자락에 있는 에밀촌마을은 사방이 산으로 둘러싸여 있는 곳으로 낮에는 많은 일조량과 밤낮의 높은 일교차 석질 토양으로 배수가 잘되고 미네랄 성분이 풍부하고 뿌리가 깊게 내려 다양한 지층의 영양분을 빨아들여 풍부한 맛을 내며 토양과 계곡 사이로 불어오는 바람의 영으로 껍질이 두껍고 색이 분명하여 이상의 높은 당도의 포도를 생산하고 지역의 포도에 비 색이 진하여 와인을 담갔을 최상의 품질로 평가 받고 젊은 와이너리 단단한 강원도 와인의 맛 예밀와인은 출시를 시작한 와이너리 역사로는 젊은 와이너리이다 최근 와인품평에서 두각을 나타내며 한국와인의 새로운 강자로 자리매김하고 와인의 맛과 품질은 원료로 결정되는데 강원도 영월에서 재배되는 김삿갓 예밀포도는 품질로 알려져 첨가물 없이 포도만을 사용하여 예밀와인만의 발과 숙성기술으로 맛과 품질에서 단단한 제품을 생산하고 농촌체마을 예밀촌에서 경하는 와이너리 강원도 영월의 예밀촌마을은 강원도를 대표하는 농촌체마을이다 지역의 포도재배농가가 모아 예밀리영농조합법인을 설립하여 와인을 생산하며 예밀와인을 직접 체할 수 있는 와인체관을 건립하여 운영하고 포도농장에서 포도따기 예밀와인의 다양한 와인제품 시음 와이너리 시설투어 나만의 와인만들기 다양한 와인 관련 체을 즐길 수 있으며 강원도 영월의 볼거리 많은 자연도 경할 수 있다예밀와인 레드 드라이 붉은 진주의 색을 닮은 예밀와인은 드라이와 스위트 두 가지 맛이 출시되고 드라이는 맛과는 다르게 붉은 벨리류에서 나는 달콤한 딸기이 가득 만으로도 사람의 입맛을 자극한다 입 안에 들어가면 드라이 버전 답게 매우 담백하고 단맛이 적어 양념이 되지 않은 구은 고기류의 음식과 마시기 좋다
305,예밀와인 레드 스위트,과실주,12.0,750,포도,20000,26.67,,3.0,,,1.0,2.0,4.0,,예밀와인 레드 스위트는 강원도 영월에 위치한 예밀리영농조합법인에서 생산하는 한국와인이다 한국인이 식용으로 애용하는 캠벨얼리 포도품종으로 만든 와인으로 두꺼운 껍질과 단단한 씨 풍부한 과즙으로 한국와인의 맛과 풍미를 담아냈다 진한 붉은색을 띄고 특유의 산미가 조를 이루고 있으며 깔끔한 맛이 특징이다 지역의 캠벨얼리 품종보다 탄닌 성분이 많아 적당한 무게감도 느낄 수 청정한 강원도 포도로 빚는 한국와인 강원도 영월 김삿갓면 망경대산 산자락에 있는 에밀촌마을은 사방이 산으로 둘러싸여 있는 곳으로 낮에는 많은 일조량과 밤낮의 높은 일교차 석질 토양으로 배수가 잘되고 미네랄 성분이 풍부하고 뿌리가 깊게 내려 다양한 지층의 영양분을 빨아들여 풍부한 맛을 내며 토양과 계곡 사이로 불어오는 바람의 영으로 껍질이 두껍고 색이 분명하여 이상의 높은 당도의 포도를 생산하고 지역의 포도에 비 색이 진하여 와인을 담갔을 최상의 품질로 평가 받고 젊은 와이너리 단단한 강원도 와인의 맛 예밀와인은 출시를 시작한 와이너리 역사로는 젊은 와이너리이다 최근 와인품평에서 두각을 나타내며 한국와인의 새로운 강자로 자리매김하고 와인의 맛과 품질은 원료로 결정되는데 강원도 영월에서 재배되는 김삿갓 예밀포도는 품질로 알려져 첨가물 없이 포도만을 사용하여 예밀와인만의 발과 숙성기술으로 맛과 품질에서 단단한 제품을 생산하고 농촌체마을 예밀촌에서 경하는 와이너리 강원도 영월의 예밀촌마을은 강원도를 대표하는 농촌체마을이다 지역의 포도재배농가가 모아 예밀리영농조합법인을 설립하여 와인을 생산하며 예밀와인을 직접 체할 수 있는 와인체관을 건립하여 운영하고 포도농장에서 포도따기 예밀와인의 다양한 와인제품 시음 와이너리 시설투어 나만의 와인만들기 다양한 와인 관련 체을 즐길 수 있으며 강원도 영월의 볼거리 많은 자연도 경할 수 있다예밀와인 레드 스위트 드라이 버전과 마찬가지로 신선한 포도밭에서 나는 맡는 듯 하고 입 안에 들어가면 스위트 단어에 어울리는 단맛을 가지고 있어 누구나 쉽게 즐길 수 있는 술이다 타닌이 강하지 않아 입 안의 느낌이 무겁지 않고 깔끔하게 마무리 된다 달콤한 디저트 음식과 잘 어울린다
306,예밀와인 로제,과실주,12.0,750,포도,20000,26.67,,3.0,,,1.0,2.0,4.0,,예밀와인 로제는 강원도 영월에 위치한 예밀리영농조합법인에서 생산하는 한국와인이다 한국인이 식용으로 애용하는 캠벨얼리 포도품종으로 만든 와인으로 두꺼운 껍질과 단단한 씨 풍부한 과즙으로 한국와인의 맛과 풍미를 담아냈다 진한 장미빛색을 띄고 특유의 산미가 조를 이루고 있어 아름다운 색과 사한 특징이다 지역의 캠벨얼리 품종보다 탄닌 성분이 많아 적당한 무게감도 느낄 수 광명동굴에서 개최하는 대한민국 와인 품평에서 은상을 수상하는 여러 와인품평에서 우수한 평가를 받고 청정한 강원도 포도로 빚는 한국와인 강원도 영월 김삿갓면 망경대산 산자락에 있는 에밀촌마을은 사방이 산으로 둘러싸여 있는 곳으로 낮에는 많은 일조량과 밤낮의 높은 일교차 석질 토양으로 배수가 잘되고 미네랄 성분이 풍부하고 뿌리가 깊게 내려 다양한 지층의 영양분을 빨아들여 풍부한 맛을 내며 토양과 계곡 사이로 불어오는 바람의 영으로 껍질이 두껍고 색이 분명하여 이상의 높은 당도의 포도를 생산하고 지역의 포도에 비 색이 진하여 와인을 담갔을 최상의 품질로 평가 받고 젊은 와이너리 단단한 강원도 와인의 맛 예밀와인은 출시를 시작한 와이너리 역사로는 젊은 와이너리이다 최근 와인품평에서 두각을 나타내며 한국와인의 새로운 강자로 자리매김하고 와인의 맛과 품질은 원료로 결정되는데 강원도 영월에서 재배되는 김삿갓 예밀포도는 품질로 알려져 첨가물 없이 포도만을 사용하여 예밀와인만의 발과 숙성기술으로 맛과 품질에서 단단한 제품을 생산하고 농촌체마을 예밀촌에서 경하는 와이너리 강원도 영월의 예밀촌마을은 강원도를 대표하는 농촌체마을이다 지역의 포도재배농가가 모아 예밀리영농조합법인을 설립하여 와인을 생산하며 예밀와인을 직접 체할 수 있는 와인체관을 건립하여 운영하고 포도농장에서 포도따기 예밀와인의 다양한 와인제품 시음 와이너리 시설투어 나만의 와인만들기 다양한 와인 관련 체을 즐길 수 있으며 강원도 영월의 볼거리 많은 자연도 경할 수 있다예밀와인 로제 붉은 진주를 닮은 색을 가지고 있으며 달콤한 발 코를 자극한다 입 안에서 달콤함이 오랜 여운을 남겨 누구나 맛있게 즐길 수 있는 술이다 술은 색에 한 잔 마시고 달콤함에 한 잔 마시고 기분 계속 마실 수 있는 술이다 생일 축제에 사용하기 좋은 술로 달콤한 케익 등과 잘 어울린다
307,예주,과실주,15.0,750,"복분자,주정,효모,정제수",29000,38.67,,,,,3.0,1.0,1.0,,예주는 제조사 용두산조은술의 직영농장에서 농약과 학비료 없이 자연 그대로 길러낸 복분자를 제조한다 독일 늦따기 와인 제조기법으로 만들어낸 과실주로 단맛과 복분자의 깊은맛이 일품인 프리미엄 복분자와인이다 년을 이어온 양조명가의 명품술 재 조국 대표의 외증조부에 양조장을 창업한 지금까지 년을 이어오고 있는 전통주 제조의 명가이다 일제침략기와 전쟁 쌀로 술을 빚는 것을 금지한 대년을 거치며 년의 역사를 이어온 양조장은 치 않다 전통주에 대한 애착과 가업을 잇기 위한 부단한 노력이 없었다면 품질 좋은 제품으로 소비자에게 사랑 받지 못다면 이루기 어려웠을 값진 역사이다 양조기술로 탄생한 복분자주 예주는 제조사 용두산조은술의 양조기술과 독일 와인제조기법을 결합하여 만들어낸 제품이다 주원료인 친경농법으로 재배한 복분자가 쓰인다 복분자는 뒤집어지다의 뜻인 복 항아리의 분을 합서 복분자라는 어원이 생겼다고 할만큼 자양강장에 능이 있는 과실로 알려져 복분자에는 항암과를 보이는 폴리페놀이 블루베리보다 배나 많으며 기억력 상에 도움을 주는 안토시아닌 함량도 블루베리에 비 배가 많다고 한다 찾아가는 양조장으로 선정 찾아가는 양조장은 양조장의 경개선 품질관리 체 프로그램 보 등을 종합적으로 지원하는 사업으로 전통주 산업을 차 산업하여 전통주의 저변대 지역경제 성에 기여할 수 있도록 전통주 생산에서 관광체까지 연계된 복합공간을 지원하고 용두산조은술은 사업출범 첫인 년에 선정되어 재 수제한방맥주 만들기 체 천연발 와인 만들기체을 비롯한 전통주 관련 다양한 체 프로그램을 운영하고 있다예주 검붉은색과 담색이 섞인 술로 과실 껍질에서 나는 강하게 올라온다 입 안에 넣으면 산미가 올라오고 단맛은 적다 알코올 맛이 강하게 입 안을 자극시키고 고소함이 남는다 소고기 소금구이 담백한 음식과 곁들이면 좋다
308,예천주 사월24,일반증류주,24.0,375,오미자,22000,58.67,,2.0,3.0,2.0,,,,,예천주 사월는 경북 예천의 친경 오미자를 원료로 국세청으로부터 이전 받은 특공법과 농업사법인주착한농부의 주류 생산 역량이 결합하여 탄생한 프리미엄 오미자 증류주이다 맑고 투명한 주 빛깔에 오미자 특유의 오묘하고 상큼한 오미자의 가지 맛을 느낄 수 있는 제품이다 다수의 주류품평에서 수상하여 맛과 품질을 인정 받았다 춤출사 달월을 브랜드로하고 있는 예천주 사월은 입안에 머금으면 달빛아래 춤을 출듯한 같은 느낌을 표한다고 한다 가지 맛이 어우러진 오미자 프리미엄 증류주 예천주 사월의 원료인 오미자는 천연의 가지 맛을 담아 절묘한 균을 이루고 있어 라틴어로 최상의 맛이라는 뜻을 담고 선색으로 매력적인 색조와 잘 익은 오미자에서 퍼지는 은은한 스파이스 오미자 특유의 단맛 쓴맛 짠맛 신맛 매운맛 가지 맛이 어우러져 은은한 취가 일품이다 특별한 날 특별한 술 예천주 사월 막시모은 경북 예천 청정지역에서 생산된 오미자를 장기간 발하여 저온증류하고 특별 가공된 오미자씨를 백자항아리에서 침출하여 숙성한 원주에 오미자과즙을 특별공법으로 첨가하였다 오미자증류주 제조방법 특제를 국세청으로부터 기술이전 받아 특별함에 특별함을 더한 제품으로 만들어졌다 주류품평에서 매년 수상하는 제품력 제조사 농업사법인주착한농부는 년에 설립되 양조장의 역사가 짧은 곳이지만 생산하는 제품막시모 예천주복가 대한민국주류대상 우리술부문에서 개년 연속 수상하고 대한민국 우리술품평에서 증류주 부문에서 우수상을 수상하는 전통주업계에서 두각을 나타내고 있다예천주 사월 약용증류주로 증류한 오미자를 용 아주 엷은 금색을 가진 오미자 증류주이다 오미자의 신선한 살아있으며 입 안에 넣으면 산뜻함이 입 안을 꽉 채워준다 술이 가진 맛에 비 입 안에 느껴지는 자극이 강하여 매우 남성스러운 술이라 할 수 오리백숙과 아주 잘 어울린다
309,예천주 사월365,일반증류주,36.5,375,오미자,29000,77.33,,2.0,3.0,3.0,,,,,예천주 사월는 경북 예천의 친경 오미자를 원료로 국세청으로부터 이전 받은 특공법과 농업사법인주착한농부의 주류 생산 역량이 결합하여 탄생한 프리미엄 오미자 증류주이다 맑고 투명한 주 빛깔에 오미자 특유의 오묘하고 상큼한 오미자의 가지 맛을 느낄 수 있는 제품이다 다수의 주류품평에서 수상하여 맛과 품질을 인정 받았다 춤출사 달월을 브랜드로하고 있는 예천주 사월은 입안에 머금으면 달빛아래 춤을 출듯한 같은 느낌을 표한다고 한다 가지 맛이 어우러진 오미지 프리미엄 증류주 예천주 사월의 원료인 오미자는 천연의 가지 맛을 담아 절묘한 균을 이루고 있어 라틴어로 최상의 맛이라는 뜻을 담고 선색으로 매력적인 색조와 잘 익은 오미자에서 퍼지는 은은한 스파이스 오미자 특유의 단맛 쓴맛 짠맛 신맛 매운맛 가지 맛이 어우러져 은은한 취가 일품이다 특별한 날 특별한 술 예천주 사월 막시모은 경북 예천 청정지역에서 생산된 오미자를 장기간 발하여 저온증류하고 특별 가공된 오미자씨를 백자항아리에서 침출하여 숙성한 원주에 오미자과즙을 특별공법으로 첨가하였다 오미자증류주 제조방법 특제를 국세청으로부터 기술이전 받아 특별함에 특별함을 더한 제품으로 만들어졌다 주류품평에서 매년 수상하는 제품력 제조사 농업사법인주착한농부는 년에 설립되 양조장의 역사가 짧은 곳이지만 생산하는 제품막시모 예천주복가 대한민국주류대상 우리술부문에서 개년 연속 수상하고 대한민국 우리술품평에서 증류주 부문에서 우수상을 수상하는 전통주업계에서 두각을 나타내고 있다예천주 사월 약용증류주로 증류한 오미자를 용 아주 엷은 금색을 가진 오미자 증류주이다 오미자의 신선한 살아있으며 입 안에 넣으면 산뜻함이 입 안을 꽉 채워준다 술이 가진 맛에 비 입 안에 느껴지는 자극이 강하여 매우 남성스러운 술이라 할 수 오리백숙과 아주 잘 어울린다
310,예천주복 만월24,일반증류주,24.0,350,복분자,12800,36.57,,3.0,4.0,3.0,,,,,예천주복 만월은 경북 예천의 친경 복분자를 원료로 농업사법인주착한농부에서 선보이는 복분자 증류주이다 은은한 분빛의 띄고 있으며 알코올 도수가 높지만 자극적이지 않고 가벼운 목 넘김과 복분자의 미가 가득한 술이다 다수의 주류품평에서 수상하며 맛과 품질을 인정 받은 제품으로 만월 달빛처럼 입안에 풍성한 즐거움을 준다 몸에 좋은 복분자로 맛 좋은 술을 빚다 예천주복 만월은 경북 예천에서 재배한 복분자를 원료로 기존의 과실주로 마시던 복분자주와는 색다른 청량한 느낌의 증류주로 만들었다 미세한 단맛이 먼저 끝에 닿아 입맛을 돋우고 마신 에는 입에 쌉쌀한 잔이 오래도록 남아 깊은 여운을 전하는 술이다 특별한 날 특별한 술 예천주복 만월 예천주복 만월은 기존의 복분자주를 젊고 대적인 감각으로 만든 제품이다 대한민국 주류대상에서 연속 대상을 수상할 맛과 단연 우수한 제품으로 평가 받고 패키지 디자인도 세련되어 트렌디한 주요 외식업체에 입점 되어 젊은 소비자를 맞이하고 알코올 도수는 높지만 입안에 부드럽게 감기고 긋한 남긴다 주류품평에서 매년 수상하는 제품력 제조사 농업사법인주착한농부는 년에 설립되 양조장의 역사가 짧은 곳이지만 생산하는 제품막시모 예천주복가 대한민국주류대상 우리술부문에서 개년 연속 수상하고 대한민국 우리술품평에서 증류주 부문에서 우수상을 수상하는 전통주업계에서 두각을 나타내고 있다예천주복 만월 맑은 핑크 빛의 아름다운 색을 가지고 있으며 복분자를 이용한 은 더욱 기롭다 입 안에서 짧게 퍼지는 자극이 매우 미롭고 술을 마시고 난 뜨거운 술의 느낌이 오래 남는다 장어구이와 함께라면 병이라도 마실 수 있는 술이다
311,예천주복 만월40,일반증류주,40.0,350,복분자,19200,54.86,,4.0,4.0,3.0,,,,,예천주복 만월은 경북 예천의 친경 복분자를 원료로 농업사법인주착한농부에서 선보이는 복분자 증류주이다 은은한 분빛의 띄고 있으며 알코올 도수가 높지만 자극적이지 않고 가벼운 목 넘김과 복분자의 미가 가득한 술이다 다수의 주류품평에서 수상하며 맛과 품질을 인정 받은 제품으로 만월 달빛처럼 입안에 풍성한 즐거움을 준다 몸에 좋은 복분자로 맛 좋은 술을 빚다 예천주복 만월은 경북 예천에서 재배한 복분자를 원료로 기존의 과실주로 마시던 복분자주와는 색다른 청량한 느낌의 증류주로 만들었다 미세한 단맛이 먼저 끝에 닿아 입맛을 돋우고 마신 에는 입에 쌉쌀한 잔이 오래도록 남아 깊은 여운을 전하는 술이다 특별한 날 특별한 술 예천주복 만월 예천주복 만월은 기존의 복분자주를 젊고 대적인 감각으로 만든 제품이다 대한민국 주류대상에서 연속 대상을 수상할 맛과 단연 우수한 제품으로 평가 받고 패키지 디자인도 세련되어 트렌디한 주요 외식업체에 입점 되어 젊은 소비자를 맞이하고 알코올 도수는 높지만 입안에 부드럽게 감기고 긋한 남긴다 주류품평에서 매년 수상하는 제품력 제조사 농업사법인주착한농부는 년에 설립되 양조장의 역사가 짧은 곳이지만 생산하는 제품막시모 예천주복가 대한민국주류대상 우리술부문에서 개년 연속 수상하고 대한민국 우리술품평에서 증류주 부문에서 우수상을 수상하는 전통주업계에서 두각을 나타내고 있다예천주복 만월 맑은 핑크 빛의 아름다운 색을 가지고 있으며 복분자를 이용한 은 더욱 기롭다 입 안에서 짧게 퍼지는 자극이 매우 미롭고 술을 마시고 난 뜨거운 술의 느낌이 오래 남는다 장어구이와 함께라면 병이라도 마실 수 있는 술이다
312,예화,약주,13.0,750,"쌀,누룩,효모,물엿,정제수",10000,13.33,,,,,1.0,1.0,2.0,,예는 오랜 전통의 가야곡왕주가 대윤가야곡주조로 새출발을 하며 대적 감성을 가진 진하는 전통주 상품개발의 일으로 선보인 제품이다 엄선된 쌀과 야생 국 구기자로 정성껏 빚어낸 약주에 물엿과 사과 엑기스로 풍미를 더한다 예는 대인의 식생 패턴을 반영 기존 왕주 제품을 아스파탐과 같은 인공감미료를 전 사용하지 않고 물엿과 사과 엑기스를 사용하여 타사 제품 대비 낮은 당도와 깔끔한 맛은 숙취까지 적은 고급 약주이다 궁중술 왕주의 영광을 다시 한번 재하다 예로부터 충남 논산의 가야곡면은 오염되지 않은 깨끗한 공기와 물이 있는 곳으로 조선시대 왕가문에 진상하기도 던 전통있는 명품주인 왕주가 유명한 곳이다 궁중술으로 유명한 가양곡왕주를 드시던 분들이 큰 용량으로 만들어달라는 요청이 많아 소비자를 위 특별 제작하게 된 예는 지하 천연 암반수와 국내산 우리쌀을 사용하여 정성껏 빚어낸 전통있는 술이다 역사와 전통이 있는 가야곡왕주에서 선보인 약주 제조사 대윤가야곡주조의 전신인 가야곡왕주는 조선시대 왕실에 진상하였던 명술을 제조하는 오래 전통과 역사를 지니고 있는 술도가이다 가야곡왕주는 고유의 전통으로 인정받아 유네스코 세계문유산으로 등록됐으며 국가지정 무문재 종묘대제에 제주로 지정되어 매년 제례의식에 사용하고 있기도 하다 그런 술빚기에 정통한 역량으로 새롭게 선보인 약주 예는 예를 다 꽃을 피운다는 의미를 담고 있는 브랜드명처럼 가야곡왕주의 옛 영광을 다시금 재한다는 의미를 담고 전통의 깊은 맛을 배가 시키는 대적 제조기법 대윤가야곡주조는 년을 새롭게 탈바꿈하였다 역사와 전통을 자랑하지만 거기에만 머물 수 없었다 전통적인 주류 제조방법에 대적인 제조 경과 관리 기법을 도입하여 트렌드에 맞는 제품을 적극 생산하고 전통의 주조방식의 깊이 있는 맛을 유지하면서도 라이프 스타일을 반영한 새로운 제품개발에 역점을 두고 제품의 패키지 디자인과 대적인 마케팅에도 쏟고 있다예 맑은 금빛의 색을 가지고 있으며 쌀로 빚은 술이지만 익은 과실과 연된 기가 올라온다 술을 마시면 살균을 올라오는 고소함과 단맛이 올라오고 산미는 적다 술을 마시고 난 입 안에 남는 고소함이 독특하다 문어 숙 등과 잘 어울린다
313,옛날 막걸리 古,탁주,7.8,750,"배정제수,쌀",2700,3.6,,,,,2.0,1.0,2.0,,토속적인 짙은 볏짚색상의 옛날 막걸리 는 정통 막걸리임을 한눈에 느껴지게 하고 병 뚜껑을 열면 정통 누룩에서 기인하는 다양하고 풍부한 맡을 수 있으며 맛 깊고 진 전통 옛 막걸리의 맛을 느낄 수 전통 밀누룩을 사용한 막걸리 대중 막걸리에 사용하는 쌀누룩코지을 사용하여 빚는 맛과는 다르게 정통 누룩밀누룩을 사용한 정통 막걸리로 단순하고 깔끔한 맛이 아닌 풍부하고 다양한 맛이 특징인 막걸리다 자연발를 통 구하는 전통의 맛 원료누룩 쌀 자체로 맛과 내는 옛날 막걸리 는 인위적 풍미의 느낌과는 맛을 가지고 있으며 누룩에 있는 천연 유산균과 미생물들의 자연적인 발를 통 맛을 구하는 정통 막걸리다 막걸리를 빚을 덧담금 전에 미생물을 최대한 증식서 덧담금을 진하는 자연적인 발기술로 담금시 누룩의 미생물을 최대한으로 이용하고 있다연한 갈색빛의 색깔을 가지고 있으며 산뜻하면서도 고소한 물씬 올라온다 단맛 보다는 신맛이 도드라지며 산미로 인 침이 고이고 목넘김은 매우 가볍다 술을 마시고 난 옅은 쓴맛이 남아 여운을 길게 한다 오리 주물럭과 잘 어울린다
